label,x_px,y_px,area_px,color_l,color_a,color_b,circularity,eccentricity,extent,vari,gli,gap_fraction,solidity,cluster_id,is_tree,lat,lon
203,425.67808219178085,571.9914383561644,584.0,37.40455665953484,-31.780756567440587,15.69631989151776,0.5766581080089518,0.8723445244558763,0.6862514688601645,0.9681421227957288,0.3861697518764293,0.13013698630136983,0.8575624082232012,0,True,,
204,625.4579945799458,648.2574525745257,738.0,19.61448284453652,-16.496741844176704,4.050169835801608,0.40438315162437455,0.2802364059548812,0.46125,0.9789453150860985,0.289904865963753,0.20731707317073167,0.7158098933074685,-1,False,,
205,204.2264631043257,711.5089058524173,393.0,28.380281105001497,-26.047083724359503,10.90051884763918,0.6611644571450247,0.8523072682464509,0.5646551724137931,0.9078061632224318,0.40000332021758755,0.04580152671755722,0.8772321428571429,0,True,,
206,144.6595041322314,86.6396694214876,605.0,33.1860172512727,-26.435693991812855,10.424628865167836,0.507485815340449,0.8341419274139418,0.5349248452696729,0.928835602289389,0.3303237487400366,0.1900826446280992,0.8220108695652174,0,True,,
207,933.1174089068826,271.09716599190284,247.0,16.579147064683937,-15.447875599660708,2.9882980344039836,0.660974179588259,0.8650035541750344,0.6175,0.7270118089822623,0.30796515020854803,0.04453441295546556,0.8790035587188612,0,True,,
208,847.811320754717,639.1547169811321,265.0,33.20430992848929,-26.986343655749042,10.574109969357062,0.65850855495778,0.7541645509964187,0.6691919191919192,0.9338940106472879,0.34393499144968,0.13207547169811318,0.8412698412698413,0,True,,
209,322.83565459610026,714.6044568245126,359.0,19.034681032398478,-17.41707035417977,4.432963920746593,0.5930333512445508,0.7627382176489642,0.5523076923076923,0.992061490966085,0.3252892217347217,0.058495821727019504,0.7960088691796009,0,True,,
210,433.03921568627453,170.83137254901962,255.0,32.74928060886202,-29.660060586617682,16.277997736214108,0.6203746705686937,0.798133830862805,0.625,0.94022698227097,0.416881876541119,0.0980392156862745,0.8528428093645485,0,True,,
211,874.394495412844,235.6743119266055,218.0,42.202594644760445,-36.513802910006,22.171800708565083,0.6679463727155448,0.7297849000612675,0.692063492063492,0.9083764056820388,0.43170370011154663,0.19266055045871555,0.8685258964143426,-1,False,,
212,661.3224755700326,239.85993485342019,307.0,31.971707664220265,-25.73068393656159,11.327555501057692,0.6005654488988632,0.795571537000396,0.6316872427983539,0.7202293517535207,0.3400160977889932,0.25732899022801303,0.8297297297297297,0,True,,
213,663.7286821705426,320.1666666666667,258.0,30.37696877468981,-24.97366176863129,10.305081144329305,0.7663845297083213,0.7489473721191555,0.7166666666666667,0.9592983941006106,0.34357019051793936,0.16666666666666663,0.8927335640138409,0,True,,
214,424.23035230352303,430.390243902439,369.0,21.41698433207054,-19.130172012653418,5.6893245521176015,0.6596708038106476,0.762391339673009,0.6451048951048951,0.7630716136639034,0.3380638481922912,0.046070460704607075,0.8806682577565632,0,True,,
215,290.1489361702128,438.0159574468085,188.0,45.202530793288396,-38.12298847123721,25.79214149993539,0.7313803072267101,0.8230299192547315,0.7121212121212122,0.8515408896702401,0.4344447557120881,0.24468085106382975,0.9038461538461539,-1,False,,
216,576.1484716157205,511.4912663755459,458.0,33.88895522953124,-30.28461135076677,14.891687124373629,0.5797816279857202,0.8329404122223694,0.5871794871794872,0.9854767893859914,0.39545692422114087,0.0786026200873362,0.8237410071942446,0,True,,
217,568.3897058823529,549.7077205882352,544.0,35.827340281842744,-31.234834936155895,15.965708166769746,0.5208084085469046,0.9039269986285239,0.48099027409372236,0.9668136025395464,0.3971235983292846,0.09375,0.8229954614220878,0,True,,
218,809.889502762431,667.4585635359116,181.0,14.693655340731311,-11.760923634414398,-0.5308479285091116,0.8106236408488052,0.7464088904600243,0.793859649122807,0.522352399747016,0.23537940198545299,0.2154696132596685,0.9187817258883249,-1,False,,
219,235.7456647398844,676.5375722543353,346.0,39.691672243915605,-32.86906082231804,17.52094330453039,0.5706283112134845,0.5205636556745123,0.6290909090909091,0.926199757208714,0.38144317833502167,0.20809248554913296,0.8046511627906977,-1,False,,
220,1004.6564885496183,260.6412213740458,131.0,46.514851137792476,-37.37002144054991,23.064688378034518,0.5420931252085427,0.9693488490062607,0.8733333333333333,0.8429681736094351,0.42158095356617264,0.26717557251908397,0.9492753623188406,-1,False,,
221,278.0,453.62652705061083,573.0,36.898160842650285,-31.137879913277548,16.799918055241022,0.4885947481197174,0.8173304468663619,0.528110599078341,0.9279167705181381,0.3858361938548962,0.15706806282722519,0.7701612903225806,0,True,,
222,182.73333333333332,747.5824561403509,285.0,27.58594079100691,-22.863061573741145,8.668541176597092,0.577215475531584,0.8252483101892443,0.521978021978022,0.9383635738439727,0.3142954249131052,0.052631578947368474,0.8558558558558559,0,True,,
223,195.93525179856115,3.402877697841727,139.0,21.450793519851853,-19.727587668182334,6.6352863012026795,0.6225231275026738,0.8388749852710728,0.6017316017316018,0.9145157144224043,0.36462154266216773,0.08633093525179858,0.879746835443038,0,True,,
224,380.06843267108167,483.4591611479029,453.0,44.37427171481033,-39.48581999588718,24.35209697415066,0.5790081899883472,0.8839894595478304,0.5243055555555556,0.9409285571927792,0.4563407091707583,0.08609271523178808,0.849906191369606,-1,False,,
225,1003.5901639344262,551.5245901639345,122.0,31.90879584793212,-25.85152687752268,8.645770168509626,0.8081030632298589,0.832461801979729,0.7530864197530864,0.9915877355903876,0.3381373576942037,0.05737704918032782,0.953125,0,True,,
226,316.74468085106383,551.4574468085107,282.0,31.0321493546811,-25.250583824933525,10.325072975493883,0.5540289421931346,0.8067958529805775,0.6130434782608696,0.9598655615081179,0.3344172388315201,0.17730496453900713,0.7966101694915254,0,True,,
227,540.4852941176471,668.6887254901961,408.0,45.00530292555378,-40.116732332013854,27.562808288538406,0.5431824309801879,0.8308539011004872,0.4533333333333333,0.88361796912025,0.46124668156399445,0.07843137254901966,0.8176352705410822,-1,False,,
228,990.82056892779,727.4485776805252,457.0,15.439509804516014,-12.677431726172571,-0.27524909992288743,0.574481246427758,0.8141937331344716,0.5100446428571429,0.3640604182197437,0.24850825909565913,0.16630196936542674,0.836996336996337,0,True,,
229,315.68,4.32,200.0,42.054015321863254,-34.77296786585718,22.60472524958009,0.5848040074293877,0.9217791169553509,0.6666666666666666,0.8621095013618469,0.40758598819375036,0.14500000000000002,0.8810572687224669,0,True,,
230,141.38144329896906,10.8840206185567,388.0,27.46607529545567,-22.462300286629674,8.118263342374632,0.5239979628684913,0.9268793985407031,0.485,0.8591222097117877,0.32230292523721443,0.08505154639175261,0.8344086021505376,0,True,,
231,57.94358974358974,300.6820512820513,195.0,30.730376130115037,-26.20142189057,13.390227231653382,0.8284947909948563,0.49540363056945,0.819327731092437,0.7959012743754265,0.36548228968794527,0.1384615384615384,0.9154929577464789,-1,False,,
232,621.4246153846154,379.4923076923077,325.0,40.91942273615208,-35.986971209511346,20.646663135807504,0.6825156857908068,0.7274324748122947,0.5909090909090909,0.9014983433943529,0.4248106636909338,0.11384615384615382,0.8530183727034121,0,True,,
233,215.43298969072166,418.159793814433,194.0,36.299962618394304,-32.12141560013554,17.03513295959429,0.7447646652672748,0.7166569651298798,0.7698412698412699,0.8955665519557048,0.40753390793640587,0.05670103092783507,0.8940092165898618,0,True,,
234,159.2278911564626,513.6853741496599,588.0,32.89477276123555,-27.574323069298064,12.542920462644311,0.4338527921342627,0.7759584213073556,0.5404411764705882,0.9445771502495623,0.35014356931253354,0.12585034013605445,0.7386934673366834,0,True,,
235,922.141975308642,581.5648148148148,324.0,26.43851001214485,-25.95639536771117,10.9877178351283,0.6660728019812315,0.6689030367944454,0.6136363636363636,0.9905465281120053,0.45243609402282736,0.03703703703703709,0.8459530026109661,0,True,,
236,892.3099273607749,620.0823244552058,413.0,31.85617112459274,-29.005019786750708,13.756592093145395,0.6509545859077406,0.8738450141428288,0.5696551724137932,0.9360628770280981,0.41368418441269067,0.041162227602905554,0.8805970149253731,0,True,,
237,662.5336426914154,667.7285382830627,431.0,23.996197021092136,-20.94476799827402,8.247014984018763,0.5497734964654429,0.8021419600764091,0.5525641025641026,0.8591049576303522,0.3394004492707153,0.09048723897911837,0.8071161048689138,0,True,,
238,636.2486338797814,734.3989071038251,366.0,36.75320491290789,-34.57140775167591,22.893673923970375,0.5327828620325084,0.7285473496027509,0.5446428571428571,0.8973936491488107,0.4780980782593534,0.06557377049180324,0.7803837953091685,0,True,,
239,444.0501253132832,102.62155388471177,399.0,25.60035826468327,-20.727635446743037,7.385144290366381,0.516067001386631,0.7556014515891462,0.4925925925925926,0.9239332117980584,0.30756528894031854,0.09523809523809523,0.76,0,True,,
240,398.46478873239437,308.1619718309859,284.0,32.51089132574729,-29.451899372155374,16.09598508014142,0.6888819913651995,0.6004089244173713,0.6454545454545455,0.9292118485334894,0.4206467796589287,0.08098591549295775,0.8528528528528528,0,True,,
241,406.18509615384613,329.36538461538464,416.0,31.75743415031578,-27.608268694888004,11.89407661536696,0.5407136311457855,0.7876735213915591,0.5333333333333333,0.9619906773933997,0.3856242964975536,0.07932692307692313,0.7703703703703704,0,True,,
